"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000002586",117.762112772522,1.83036151876952,0.580249697651082,3.1544376949769,0.00160807710557482,0.0360219233923032
"ENSG00000003056",36.0249560192301,1.93234065961975,0.485766769906979,3.97791858012391,6.95211674450601e-05,0.00334234540137756
"ENSG00000003436",163.590138552563,1.94529093474277,0.626217609083239,3.10641365960726,0.00189371601159595,0.0405970048138084
"ENSG00000004848",5.21221539395452,-5.641264760283,1.5767488969721,-3.57778259500683,0.000346521484013707,0.0105661048428354
"ENSG00000005249",1446.16453136035,2.5832182087374,0.676523170146713,3.81837359417741,0.000134334386398329,0.00559231297015149
"ENSG00000005961",508.659604114713,2.81124116446433,0.788594838088436,3.56487391076362,0.000364031150045705,0.0109613543376011
"ENSG00000006059",0.687826902786244,-11.356591052067,3.36731362769615,-3.37259676635377,0.000744629158782055,0.0195105429948994
"ENSG00000006071",4.21594215697278,-5.06490154791878,1.66262727686448,-3.0463241030609,0.00231657978145195,0.0473910404135785
"ENSG00000006652",179.180187342933,2.31695194618163,0.617358004306355,3.75301191532276,0.000174722546697979,0.00594372804130127
"ENSG00000006704",7.17065398117683,-4.79646011505247,1.38165733298057,-3.47152655044022,0.000517508153780946,0.0145149830591825
"ENSG00000008083",119.059299997873,1.24986735273778,0.38839314878475,3.21804685960221,0.00129066730004746,0.0300118189437616
"ENSG00000008196",5.61545693960569,-4.66796250454764,1.42562003573044,-3.27433845453494,0.00105909676129179,0.0256297872127444
"ENSG00000009694",9.70191807544967,-5.02914386528582,1.57183538817496,-3.19953597120949,0.00137649009040951,0.0314939824310725
"ENSG00000010072",14.5528498203528,-2.57014730692658,0.825559606059791,-3.1132183407002,0.00185059054696903,0.0397707398875612
"ENSG00000010278",138.386410575605,2.23826459985409,0.715613663372227,3.12775553963934,0.00176146622263291,0.0387379723264278
"ENSG00000010626",13.0589313777457,-2.33575364302755,0.761993577144565,-3.06531933219223,0.00217437701948989,0.0449190608813386
"ENSG00000025039",63.5456499965461,-1.44325979061518,0.435869069679885,-3.31122323425048,0.00092889074877681,0.023243696418354
"ENSG00000028310",66.366697973157,-2.67551876579477,0.666793078112405,-4.0125173065215,6.00746731699595e-05,0.00329954439094246
"ENSG00000034152",241.143492899298,1.30831722702731,0.411563145188087,3.17889792204159,0.00147836143913181,0.03347917684965
"ENSG00000034239",3.04195960454871,-5.01646493465142,1.64885047481947,-3.04240136462383,0.00234698721158236,0.047832679713743
"ENSG00000035403",1200.7483765959,2.29118875664826,0.649364145940393,3.52835734921924,0.000418147253032465,0.0122922827297281
